"TimeCreated","ProviderName","LevelDisplayName","Message"
"21-04-2026 00:02:59","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"21-04-2026 00:02:59","igccservice","Information","PowerEvent handled successfully by the service."
"21-04-2026 00:02:57","Windows Error Reporting","Information","Fault bucket 1289505062515749513, type 5
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 80072efe
P3: 26200
P4: 8246
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a0ecb898-5063-4879-9f13-35bfd9f9a301.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260418_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.23255868-6a71-41bd-9d21-89a5e70c172a.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c24e3cc3-dc31-4cbd-9851-70545b81bcdc.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7a7ff035-7411-4f0f-93fb-5847e9e84482.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e4f0968c-85aa-4652-908c-b2a086999cc2.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.247354b1-2069-4f25-9f36-08cf8315307a.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_7553367b-83fa-411c-b8c3-4f4f2db99839

Analysis symbol: 
Rechecking for solution: 0
Report Id: 7553367b-83fa-411c-b8c3-4f4f2db99839
Report Status: 268435462
Hashed bucket: 338db3fa284bc085e1e53e05b351b289
Cab Guid: 0"
"21-04-2026 00:02:49","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded."
"21-04-2026 00:02:21","ELAN/Service",,
"21-04-2026 00:02:20","ELAN/Service",,
"21-04-2026 00:02:20","ELAN/Service",,
"21-04-2026 00:02:14","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","ELAN/Service",,
"21-04-2026 00:02:13","HP Comm Recovery","Information","Resume from Connected Standby"
"21-04-2026 00:02:12","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 121 to 123.

Reason PolicyChange 

BootId: 269"
"21-04-2026 00:02:12","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: Lid."
"21-04-2026 00:02:12","ELAN/Service",,
"21-04-2026 00:02:12","ELAN/Service",,
"21-04-2026 00:02:12","ELAN/Service",,
"21-04-2026 00:02:12","ELAN/Service",,
"21-04-2026 00:02:12","ELAN/Service",,
"21-04-2026 00:02:12","ELAN/Service",,
"21-04-2026 00:02:12","Win32k","Warning","Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)"
"21-04-2026 00:02:12","Win32k","Warning","Power Manager has not requested suppression of all input (INPUT_SUPPRESS_REQUEST=0)"
"21-04-2026 00:01:46","HP Comm Recovery","Information","Resume from Connected Standby"
"21-04-2026 00:01:46","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: 16777220."
"21-04-2026 00:01:46","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 120 to 121.

Reason 16777220 

BootId: 269"
"21-04-2026 00:01:46","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: 16777220."
"21-04-2026 00:01:45","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 119 to 120.

Reason InputMouse 

BootId: 269"
"21-04-2026 00:01:44","HP Comm Recovery","Information","Resume from Connected Standby"
"21-04-2026 00:01:43","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: 16777220."
"21-04-2026 00:01:43","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 118 to 119.

Reason 16777220 

BootId: 269"
"21-04-2026 00:01:43","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: 16777220."
"21-04-2026 00:01:42","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 117 to 118.

Reason InputMouse 

BootId: 269"
"20-04-2026 23:59:53","BTHUSB","Error","The Bluetooth driver expected an HCI event with a certain size but did not receive it."
"20-04-2026 23:59:44","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2126-03-27T18:29:44Z. Reason: RulesEngine."
"20-04-2026 23:59:32","HP Comm Recovery","Information","Resume from Connected Standby"
"20-04-2026 23:59:31","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: 16777220."
"20-04-2026 23:59:31","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 116 to 117.

Reason 16777220 

BootId: 269"
"20-04-2026 23:59:31","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: 16777220."
"20-04-2026 23:59:30","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 115 to 116.

Reason InputMouse 

BootId: 269"
"20-04-2026 23:59:25","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:59:25","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:59:16","Windows Error Reporting","Information","Fault bucket , type 0
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 8024402c
P3: 26200
P4: 8246
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5b1865ad-f8c4-45cf-be01-324867445f8b.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_a6a270e74e74e43938701617548a88cbb8adac_00000000_cab_981a0adf-02d9-48e1-85e2-5be5d8ea7fa7\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260418_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.fa7ebcb1-16a9-4724-a268-55a25203cb37.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_a6a270e74e74e43938701617548a88cbb8adac_00000000_cab_981a0adf-02d9-48e1-85e2-5be5d8ea7fa7\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ca4048d0-d0c2-46cc-b799-6cec853b0f65.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4ba5b699-b74a-4953-9c09-6bb709e0aa5e.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b8f37efa-1180-4d8d-b809-9060f6920888.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2d54d70b-54d5-4c12-8d2e-0a6f04f8f103.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_a6a270e74e74e43938701617548a88cbb8adac_00000000_cab_981a0adf-02d9-48e1-85e2-5be5d8ea7fa7

Analysis symbol: 
Rechecking for solution: 0
Report Id: 981a0adf-02d9-48e1-85e2-5be5d8ea7fa7
Report Status: 6
Hashed bucket: 
Cab Guid: 0"
"20-04-2026 23:59:15","Windows Error Reporting","Information","Fault bucket , type 0
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 80072efe
P3: 26200
P4: 8246
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a0ecb898-5063-4879-9f13-35bfd9f9a301.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260418_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.23255868-6a71-41bd-9d21-89a5e70c172a.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c24e3cc3-dc31-4cbd-9851-70545b81bcdc.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7a7ff035-7411-4f0f-93fb-5847e9e84482.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e4f0968c-85aa-4652-908c-b2a086999cc2.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.247354b1-2069-4f25-9f36-08cf8315307a.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839

Analysis symbol: 
Rechecking for solution: 0
Report Id: 7553367b-83fa-411c-b8c3-4f4f2db99839
Report Status: 6
Hashed bucket: 
Cab Guid: 0"
"20-04-2026 23:59:14","HP Comm Recovery","Information","Resume from Connected Standby"
"20-04-2026 23:59:14","Service Control Manager","Information","The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start."
"20-04-2026 23:59:13","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: 16777220."
"20-04-2026 23:59:13","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 114 to 115.

Reason 16777220 

BootId: 269"
"20-04-2026 23:59:13","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: 16777220."
"20-04-2026 23:56:16","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:56:16","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:55:15","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded."
"20-04-2026 23:51:03","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:49:59","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:46:55","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:46:20","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:44:00","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:42:25","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:41:50","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:41:24","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:41:24","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:40:45","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:40:10","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:39:35","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:38:00","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:38:00","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:36:10","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:35:26","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:34:16","VSS","Information","The VSS service is shutting down due to idle timeout. "
"20-04-2026 23:33:43","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsPersistentIoObserved"
"20-04-2026 23:32:38","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:30:46","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:30:46","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 23:26:29","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:19:49","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:18:56","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:16:18","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2126-03-27T17:46:18Z. Reason: RulesEngine."
"20-04-2026 23:13:45","Microsoft-Windows-USB-USBHUB3","Information","Re-enumerating a DRIPS blocking device that was previously removed when exiting low power epoch.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
IsPortCycle: false"
"20-04-2026 23:13:45","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
Removal action failed: QueryRemovalInitiated"
"20-04-2026 23:13:45","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:10:15","Microsoft-Windows-USB-USBHUB3","Information","Re-enumerating a DRIPS blocking device that was previously removed when exiting low power epoch.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
IsPortCycle: false"
"20-04-2026 23:10:15","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
Removal action failed: QueryRemovalInitiated"
"20-04-2026 23:10:15","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:06:37","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:05:13","Microsoft-Windows-USB-USBHUB3","Information","Re-enumerating a DRIPS blocking device that was previously removed when exiting low power epoch.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
IsPortCycle: false"
"20-04-2026 23:05:13","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
Removal action failed: QueryRemovalInitiated"
"20-04-2026 23:05:13","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:03:24","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 23:02:48","Microsoft-Windows-Security-SPP","Information","Offline downlevel migration succeeded."
"20-04-2026 23:01:18","Microsoft-Windows-USB-USBHUB3","Information","Re-enumerating a DRIPS blocking device that was previously removed when exiting low power epoch.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
IsPortCycle: false"
"20-04-2026 23:01:18","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x18D1 PID: 0x4EE1 REV: 0x510             
Removal action failed: QueryRemovalInitiated"
"20-04-2026 23:01:18","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 22:58:24","Microsoft-Windows-USB-USBHUB3","Warning","USB device draining system power when system is idle.             
             
USB Device: VID: 0x13D3 PID: 0x3567 REV: 0x100             
Removal action failed: SkippedAsRecentIoObservered"
"20-04-2026 22:57:41","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 113 to 114.

Reason InputMouse 

BootId: 269"
"20-04-2026 22:57:38","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:57:38","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:57:38","Windows Error Reporting","Information","Fault bucket , type 0
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 8024402c
P3: 26200
P4: 8246
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.5b1865ad-f8c4-45cf-be01-324867445f8b.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_a6a270e74e74e43938701617548a88cbb8adac_00000000_cab_981a0adf-02d9-48e1-85e2-5be5d8ea7fa7\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260418_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.fa7ebcb1-16a9-4724-a268-55a25203cb37.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_a6a270e74e74e43938701617548a88cbb8adac_00000000_cab_981a0adf-02d9-48e1-85e2-5be5d8ea7fa7\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ca4048d0-d0c2-46cc-b799-6cec853b0f65.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4ba5b699-b74a-4953-9c09-6bb709e0aa5e.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b8f37efa-1180-4d8d-b809-9060f6920888.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.2d54d70b-54d5-4c12-8d2e-0a6f04f8f103.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_a6a270e74e74e43938701617548a88cbb8adac_00000000_cab_981a0adf-02d9-48e1-85e2-5be5d8ea7fa7

Analysis symbol: 
Rechecking for solution: 0
Report Id: 981a0adf-02d9-48e1-85e2-5be5d8ea7fa7
Report Status: 6
Hashed bucket: 
Cab Guid: 0"
"20-04-2026 22:57:38","Windows Error Reporting","Information","Fault bucket , type 0
Event Name: StoreAgentScanForUpdatesFailure0
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;
P2: 80072efe
P3: 26200
P4: 8246
P5: Windows.Desktop
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a0ecb898-5063-4879-9f13-35bfd9f9a301.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839\WPR_initiated_DiagTrackMiniLogger_OneTrace_User_Logger_20260418_1_EC_0_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.23255868-6a71-41bd-9d21-89a5e70c172a.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839\WPR_initiated_DiagTrackMiniLogger_WPR System Collector_inject.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c24e3cc3-dc31-4cbd-9851-70545b81bcdc.tmp.etl
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7a7ff035-7411-4f0f-93fb-5847e9e84482.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e4f0968c-85aa-4652-908c-b2a086999cc2.tmp.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.247354b1-2069-4f25-9f36-08cf8315307a.tmp.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;_ff92133d6a64beeb0c6871b8b4642f0a8cdc95f_00000000_cab_7553367b-83fa-411c-b8c3-4f4f2db99839

Analysis symbol: 
Rechecking for solution: 0
Report Id: 7553367b-83fa-411c-b8c3-4f4f2db99839
Report Status: 6
Hashed bucket: 
Cab Guid: 0"
"20-04-2026 22:57:37","HP Comm Recovery","Information","Resume from Connected Standby"
"20-04-2026 22:57:37","BTHUSB","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup."
"20-04-2026 22:57:36","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"20-04-2026 22:57:36","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 112 to 113.

Reason InputMouse 

BootId: 269"
"20-04-2026 22:57:36","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"20-04-2026 22:57:36","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Connected, Reason: None"
"20-04-2026 22:57:36","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:57:36","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:57:36","Microsoft-Windows-Kernel-Power","Information","Power source change."
"20-04-2026 22:45:05","BTHUSB","Information","Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup."
"20-04-2026 22:45:04","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Disconnected, Reason: Policy Setting"
"20-04-2026 22:44:59","Microsoft-Windows-Security-SPP","Information","Successfully scheduled Software Protection service for re-start at 2126-03-27T17:14:59Z. Reason: RulesEngine."
"20-04-2026 22:44:58","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 111 to 112.

Reason 55 

BootId: 269"
"20-04-2026 22:44:55","Universal Print","Information","Initialization Successful. Enabled=false, CloudPrintSolution=Unknown, DiscoveryEndpoint=, OAuthAuthority=, OAuthClientId=, DiscoveryResourceId=, PrintResourceId="
"20-04-2026 22:44:55","Universal Print","Information","Device is neither AAD/Domain Joined or Workplace Joined."
"20-04-2026 22:44:53","HP Comm Recovery","Information","Resume from Connected Standby"
"20-04-2026 22:44:52","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"20-04-2026 22:44:52","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 110 to 111.

Reason 55 

BootId: 269"
"20-04-2026 22:44:52","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: Austerity Battery Drain Budget Exceeded."
"20-04-2026 22:44:52","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Connected, Reason: None"
"20-04-2026 22:44:06","Microsoft-Windows-Kernel-Power","Information","Connectivity state in standby: Disconnected, Reason: Adaptive Connected Standby"
"20-04-2026 22:44:00","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 109 to 110.

Reason InputMouse 

BootId: 269"
"20-04-2026 22:43:59","BTHUSB","Error","The Bluetooth driver expected an HCI event with a certain size but did not receive it."
"20-04-2026 22:43:55","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:55","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:55","HP Comm Recovery","Information","Resume from Connected Standby"
"20-04-2026 22:43:55","Microsoft-Windows-Kernel-Power","Information","The system is entering Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"20-04-2026 22:43:55","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 108 to 109.

Reason InputMouse 

BootId: 269"
"20-04-2026 22:43:55","Microsoft-Windows-Kernel-Power","Information","The system is exiting Modern Standby 

Reason: AC/DC Display Burst Suppressed."
"20-04-2026 22:43:54","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:54","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:54","Microsoft-Windows-Kernel-Power","Information","Power source change."
"20-04-2026 22:43:21","Microsoft-Windows-Kernel-Power","Information","The system session has transitioned from 107 to 108.

Reason InputMouse 

BootId: 269"
"20-04-2026 22:43:20","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:20","igccservice","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:18","HP Comm Recovery","Information","PowerEvent handled successfully by the service."
"20-04-2026 22:43:18","igccservice","Information","PowerEvent handled successfully by the service."
